album_type,album_id,album_name,release_date,artist_name,artist_uri,artist_genres,album_popularity,duration_ms,explicit,href,track_id,track_name,preview_url,track_number,uri,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_href,analysis_url,time_signature
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,174306,False,https://api.spotify.com/v1/tracks/0APYlBDN2CGNzXzKbzYlE7,0APYlBDN2CGNzXzKbzYlE7,The Greatest Show,https://p.scdn.co/mp3-preview/a679c8ddad7249e7f0e80d97c0de88308ae8657f?cid=705aa8fce6fc4c508bab06c543baa528,1,spotify:track:0APYlBDN2CGNzXzKbzYlE7,47,0.546,0.839,6,-5.365,0,0.0784,0.00546,0.0,0.382,0.491,77.009,https://api.spotify.com/v1/tracks/0APYlBDN2CGNzXzKbzYlE7,https://api.spotify.com/v1/audio-analysis/0APYlBDN2CGNzXzKbzYlE7,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,273640,False,https://api.spotify.com/v1/tracks/5fBww1oNdntGPokeDX5boQ,5fBww1oNdntGPokeDX5boQ,A Million Dreams,https://p.scdn.co/mp3-preview/10dfe3049db13b3466fd5c957bb0dfcac9283327?cid=705aa8fce6fc4c508bab06c543baa528,2,spotify:track:5fBww1oNdntGPokeDX5boQ,42,0.312,0.499,7,-6.282,1,0.0397,0.272,0.0,0.0901,0.191,148.173,https://api.spotify.com/v1/tracks/5fBww1oNdntGPokeDX5boQ,https://api.spotify.com/v1/audio-analysis/5fBww1oNdntGPokeDX5boQ,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,48720,False,https://api.spotify.com/v1/tracks/1fOE8rkmFDa240sSFADW1H,1fOE8rkmFDa240sSFADW1H,A Million Dreams - Reprise,https://p.scdn.co/mp3-preview/b5e9ccabb020933c983ee15b5cc7d6f99d9d1d14?cid=705aa8fce6fc4c508bab06c543baa528,3,spotify:track:1fOE8rkmFDa240sSFADW1H,41,0.29,0.191,6,-11.851,1,0.0473,0.963,0.0,0.102,0.229,143.754,https://api.spotify.com/v1/tracks/1fOE8rkmFDa240sSFADW1H,https://api.spotify.com/v1/audio-analysis/1fOE8rkmFDa240sSFADW1H,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,215320,False,https://api.spotify.com/v1/tracks/2LHW4yz6klTPujnMZR9nNu,2LHW4yz6klTPujnMZR9nNu,Come Alive,https://p.scdn.co/mp3-preview/08d318f0719aca9bc7769591d81aee35f4e2aaec?cid=705aa8fce6fc4c508bab06c543baa528,4,spotify:track:2LHW4yz6klTPujnMZR9nNu,43,0.666,0.795,1,-5.053,0,0.0664,0.0464,0.0,0.357,0.752,118.002,https://api.spotify.com/v1/tracks/2LHW4yz6klTPujnMZR9nNu,https://api.spotify.com/v1/audio-analysis/2LHW4yz6klTPujnMZR9nNu,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,210160,False,https://api.spotify.com/v1/tracks/2QdWuMRyHABQPd1YsC37Vo,2QdWuMRyHABQPd1YsC37Vo,The Other Side,https://p.scdn.co/mp3-preview/a3c926a4a3a8876a61b09cd54ea343e876092321?cid=705aa8fce6fc4c508bab06c543baa528,5,spotify:track:2QdWuMRyHABQPd1YsC37Vo,45,0.687,0.792,2,-5.622,1,0.228,0.0203,0.0,0.0717,0.774,154.083,https://api.spotify.com/v1/tracks/2QdWuMRyHABQPd1YsC37Vo,https://api.spotify.com/v1/audio-analysis/2QdWuMRyHABQPd1YsC37Vo,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,204133,False,https://api.spotify.com/v1/tracks/6m6DLh31Zybd0uqAkMGqMu,6m6DLh31Zybd0uqAkMGqMu,Never Enough,https://p.scdn.co/mp3-preview/ec19bc3cd6aa1fc6f82c8d5f14ac1813eed18ef9?cid=705aa8fce6fc4c508bab06c543baa528,6,spotify:track:6m6DLh31Zybd0uqAkMGqMu,38,0.398,0.512,8,-7.148,1,0.0486,0.139,0.0,0.115,0.0956,133.659,https://api.spotify.com/v1/tracks/6m6DLh31Zybd0uqAkMGqMu,https://api.spotify.com/v1/audio-analysis/6m6DLh31Zybd0uqAkMGqMu,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,265733,False,https://api.spotify.com/v1/tracks/150lWrtHu3tjcVFgJoAUMB,150lWrtHu3tjcVFgJoAUMB,This Is Me - The Reimagined Remix,https://p.scdn.co/mp3-preview/0a06ff1bb7508d72f9948c1c6c28eb8bd0ce2460?cid=705aa8fce6fc4c508bab06c543baa528,7,spotify:track:150lWrtHu3tjcVFgJoAUMB,38,0.44,0.514,11,-6.874,0,0.266,0.0994,0.0,0.0768,0.219,93.168,https://api.spotify.com/v1/tracks/150lWrtHu3tjcVFgJoAUMB,https://api.spotify.com/v1/audio-analysis/150lWrtHu3tjcVFgJoAUMB,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,218293,False,https://api.spotify.com/v1/tracks/7FlHNJT4TC120CDvFOHzei,7FlHNJT4TC120CDvFOHzei,Rewrite The Stars,https://p.scdn.co/mp3-preview/d3b9071d04ca78ce322c3f8e2304dd13c9cae5f8?cid=705aa8fce6fc4c508bab06c543baa528,8,spotify:track:7FlHNJT4TC120CDvFOHzei,66,0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944,https://api.spotify.com/v1/tracks/7FlHNJT4TC120CDvFOHzei,https://api.spotify.com/v1/audio-analysis/7FlHNJT4TC120CDvFOHzei,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,218320,False,https://api.spotify.com/v1/tracks/3QOpo47BGThZFmN7W2B5h3,3QOpo47BGThZFmN7W2B5h3,Tightrope,https://p.scdn.co/mp3-preview/f8a25e9435188b37529c38d07e5f141233f9aa07?cid=705aa8fce6fc4c508bab06c543baa528,9,spotify:track:3QOpo47BGThZFmN7W2B5h3,41,0.514,0.266,9,-13.021,1,0.0331,0.908,0.0107,0.0838,0.0647,97.007,https://api.spotify.com/v1/tracks/3QOpo47BGThZFmN7W2B5h3,https://api.spotify.com/v1/audio-analysis/3QOpo47BGThZFmN7W2B5h3,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,260959,False,https://api.spotify.com/v1/tracks/07aTd1lNKxq24rqdByJk9J,07aTd1lNKxq24rqdByJk9J,From Now On,https://p.scdn.co/mp3-preview/f3f974378b39bd306041376a8ecd6b542b2f3c4e?cid=705aa8fce6fc4c508bab06c543baa528,10,spotify:track:07aTd1lNKxq24rqdByJk9J,38,0.541,0.811,3,-3.872,1,0.0342,0.114,0.0,0.356,0.263,110.013,https://api.spotify.com/v1/tracks/07aTd1lNKxq24rqdByJk9J,https://api.spotify.com/v1/audio-analysis/07aTd1lNKxq24rqdByJk9J,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,205173,False,https://api.spotify.com/v1/tracks/2gyp0ZDLvlXXDvXM3LyWRe,2gyp0ZDLvlXXDvXM3LyWRe,The Greatest Show - Bonus Track,https://p.scdn.co/mp3-preview/b4f7c73303c058f6e286bc7afc937253127da64f?cid=705aa8fce6fc4c508bab06c543baa528,11,spotify:track:2gyp0ZDLvlXXDvXM3LyWRe,41,0.499,0.779,11,-5.605,0,0.152,0.0757,0.0,0.261,0.722,157.337,https://api.spotify.com/v1/tracks/2gyp0ZDLvlXXDvXM3LyWRe,https://api.spotify.com/v1/audio-analysis/2gyp0ZDLvlXXDvXM3LyWRe,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,227226,False,https://api.spotify.com/v1/tracks/03qKjtAiRNyTqMiyk5aVF5,03qKjtAiRNyTqMiyk5aVF5,Come Alive - Bonus Track,https://p.scdn.co/mp3-preview/86dbc75c9c9b14488731c64c58f40e5290c078f8?cid=705aa8fce6fc4c508bab06c543baa528,12,spotify:track:03qKjtAiRNyTqMiyk5aVF5,32,0.671,0.686,4,-6.39,1,0.0867,0.196,0.0,0.168,0.546,116.189,https://api.spotify.com/v1/tracks/03qKjtAiRNyTqMiyk5aVF5,https://api.spotify.com/v1/audio-analysis/03qKjtAiRNyTqMiyk5aVF5,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,234946,False,https://api.spotify.com/v1/tracks/6jV9nIU7RYCAPka0sOEYSb,6jV9nIU7RYCAPka0sOEYSb,This Is Me,https://p.scdn.co/mp3-preview/4007d3aed39b2e498e875af73be0f839163a5454?cid=705aa8fce6fc4c508bab06c543baa528,13,spotify:track:6jV9nIU7RYCAPka0sOEYSb,35,0.325,0.633,11,-4.593,0,0.0443,0.0243,0.0,0.197,0.124,95.895,https://api.spotify.com/v1/tracks/6jV9nIU7RYCAPka0sOEYSb,https://api.spotify.com/v1/audio-analysis/6jV9nIU7RYCAPka0sOEYSb,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,302146,False,https://api.spotify.com/v1/tracks/4L7pHI5dCCVUi4AozQN3qJ,4L7pHI5dCCVUi4AozQN3qJ,The Greatest Show,https://p.scdn.co/mp3-preview/a552ea2d2e4fa9e0429e3d5f4b15d6267d4aaf8e?cid=705aa8fce6fc4c508bab06c543baa528,1,spotify:track:4L7pHI5dCCVUi4AozQN3qJ,36,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,https://api.spotify.com/v1/tracks/4L7pHI5dCCVUi4AozQN3qJ,https://api.spotify.com/v1/audio-analysis/4L7pHI5dCCVUi4AozQN3qJ,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,269453,False,https://api.spotify.com/v1/tracks/11DnDeWTQuv3GIH0XHT2pl,11DnDeWTQuv3GIH0XHT2pl,A Million Dreams,https://p.scdn.co/mp3-preview/e44d17b8f828c6e7e1875f4b29dde899dd6f66d4?cid=705aa8fce6fc4c508bab06c543baa528,2,spotify:track:11DnDeWTQuv3GIH0XHT2pl,35,0.265,0.312,7,-11.689,1,0.0569,0.243,0.0,0.0893,0.0998,54.747,https://api.spotify.com/v1/tracks/11DnDeWTQuv3GIH0XHT2pl,https://api.spotify.com/v1/audio-analysis/11DnDeWTQuv3GIH0XHT2pl,3
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,60453,False,https://api.spotify.com/v1/tracks/2xxglnula2Ra6k2Idx2F5R,2xxglnula2Ra6k2Idx2F5R,A Million Dreams (Reprise),https://p.scdn.co/mp3-preview/1f475e722fa38c51b3f8728e51aa15365f14e60f?cid=705aa8fce6fc4c508bab06c543baa528,3,spotify:track:2xxglnula2Ra6k2Idx2F5R,29,0.253,0.139,6,-17.067,1,0.0414,0.726,5.01e-05,0.269,0.102,74.369,https://api.spotify.com/v1/tracks/2xxglnula2Ra6k2Idx2F5R,https://api.spotify.com/v1/audio-analysis/2xxglnula2Ra6k2Idx2F5R,3
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,225933,False,https://api.spotify.com/v1/tracks/5AaMcrFAm20mYBoRj2PRTf,5AaMcrFAm20mYBoRj2PRTf,Come Alive,https://p.scdn.co/mp3-preview/76495f97b0acf35abf5d6ef7d6881800473fb98b?cid=705aa8fce6fc4c508bab06c543baa528,4,spotify:track:5AaMcrFAm20mYBoRj2PRTf,33,0.702,0.77,7,-9.411,1,0.128,0.00558,0.000802,0.211,0.235,118.034,https://api.spotify.com/v1/tracks/5AaMcrFAm20mYBoRj2PRTf,https://api.spotify.com/v1/audio-analysis/5AaMcrFAm20mYBoRj2PRTf,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,214373,False,https://api.spotify.com/v1/tracks/2q3DTT3EZV268SdYM3Snx0,2q3DTT3EZV268SdYM3Snx0,The Other Side,https://p.scdn.co/mp3-preview/9de3aed975d874b924f75c9749e5417bdc68c4a4?cid=705aa8fce6fc4c508bab06c543baa528,5,spotify:track:2q3DTT3EZV268SdYM3Snx0,38,0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99,https://api.spotify.com/v1/tracks/2q3DTT3EZV268SdYM3Snx0,https://api.spotify.com/v1/audio-analysis/2q3DTT3EZV268SdYM3Snx0,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,207786,False,https://api.spotify.com/v1/tracks/6rOWwGEE1Viz717xEfwGvh,6rOWwGEE1Viz717xEfwGvh,Never Enough,https://p.scdn.co/mp3-preview/93551f3483e2f2d6d942828b24b3371d345942bc?cid=705aa8fce6fc4c508bab06c543baa528,6,spotify:track:6rOWwGEE1Viz717xEfwGvh,36,0.277,0.394,8,-8.903,1,0.0336,0.423,0.0,0.0952,0.227,86.777,https://api.spotify.com/v1/tracks/6rOWwGEE1Viz717xEfwGvh,https://api.spotify.com/v1/audio-analysis/6rOWwGEE1Viz717xEfwGvh,3
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,234706,False,https://api.spotify.com/v1/tracks/6riXMHmmQDDIFtUqRNTzBt,6riXMHmmQDDIFtUqRNTzBt,This Is Me,https://p.scdn.co/mp3-preview/4e3a8d43df85b32a1d056f2c3e6c745d6da46359?cid=705aa8fce6fc4c508bab06c543baa528,7,spotify:track:6riXMHmmQDDIFtUqRNTzBt,34,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,https://api.spotify.com/v1/tracks/6riXMHmmQDDIFtUqRNTzBt,https://api.spotify.com/v1/audio-analysis/6riXMHmmQDDIFtUqRNTzBt,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,217440,False,https://api.spotify.com/v1/tracks/3TpQSUTOSzTUwrgtvl4lRa,3TpQSUTOSzTUwrgtvl4lRa,Rewrite The Stars,https://p.scdn.co/mp3-preview/fa020bdce61bb930040ae090510598b1daec2062?cid=705aa8fce6fc4c508bab06c543baa528,8,spotify:track:3TpQSUTOSzTUwrgtvl4lRa,36,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,https://api.spotify.com/v1/tracks/3TpQSUTOSzTUwrgtvl4lRa,https://api.spotify.com/v1/audio-analysis/3TpQSUTOSzTUwrgtvl4lRa,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,234360,False,https://api.spotify.com/v1/tracks/75lPZSY8Q1RaZY2AeAiIg0,75lPZSY8Q1RaZY2AeAiIg0,Tightrope,https://p.scdn.co/mp3-preview/b00b3aa53ae0a27059c71a67ff78c09abb1ae601?cid=705aa8fce6fc4c508bab06c543baa528,9,spotify:track:75lPZSY8Q1RaZY2AeAiIg0,31,0.351,0.331,9,-10.316,1,0.0382,0.3,9.14e-06,0.0919,0.191,161.564,https://api.spotify.com/v1/tracks/75lPZSY8Q1RaZY2AeAiIg0,https://api.spotify.com/v1/audio-analysis/75lPZSY8Q1RaZY2AeAiIg0,3
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,80293,False,https://api.spotify.com/v1/tracks/3703RhsVP1FwdUW1ZYInps,3703RhsVP1FwdUW1ZYInps,Never Enough (Reprise),https://p.scdn.co/mp3-preview/6a0043531d277a78b76c0105cf5232dd51c15430?cid=705aa8fce6fc4c508bab06c543baa528,10,spotify:track:3703RhsVP1FwdUW1ZYInps,28,0.382,0.0541,9,-19.376,1,0.03,0.889,2.88e-06,0.0832,0.133,82.486,https://api.spotify.com/v1/tracks/3703RhsVP1FwdUW1ZYInps,https://api.spotify.com/v1/audio-analysis/3703RhsVP1FwdUW1ZYInps,4
compilation,1oqnHxrKI3Gq8MKgAGDtMr,The Greatest Showman: Reimagined (Deluxe),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,65,349560,False,https://api.spotify.com/v1/tracks/6j5CkQ0dTssfFJe3hy651C,6j5CkQ0dTssfFJe3hy651C,From Now On,https://p.scdn.co/mp3-preview/674f508929f49d85db71a1eb5f7a852ad26adf62?cid=705aa8fce6fc4c508bab06c543baa528,11,spotify:track:6j5CkQ0dTssfFJe3hy651C,36,0.516,0.518,4,-10.383,1,0.04,0.00483,0.00895,0.585,0.0834,108.027,https://api.spotify.com/v1/tracks/6j5CkQ0dTssfFJe3hy651C,https://api.spotify.com/v1/audio-analysis/6j5CkQ0dTssfFJe3hy651C,4
compilation,6ok7Wojd2bCbNJukYjFwll,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,26,302146,False,https://api.spotify.com/v1/tracks/58WVRdPyse4YmDdZ62rJ1n,58WVRdPyse4YmDdZ62rJ1n,The Greatest Show,https://p.scdn.co/mp3-preview/a552ea2d2e4fa9e0429e3d5f4b15d6267d4aaf8e?cid=705aa8fce6fc4c508bab06c543baa528,1,spotify:track:58WVRdPyse4YmDdZ62rJ1n,15,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,https://api.spotify.com/v1/tracks/58WVRdPyse4YmDdZ62rJ1n,https://api.spotify.com/v1/audio-analysis/58WVRdPyse4YmDdZ62rJ1n,4
compilation,6ok7Wojd2bCbNJukYjFwll,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,26,269453,False,https://api.spotify.com/v1/tracks/6HGvj9NlbV5M6pXVl3KCTr,6HGvj9NlbV5M6pXVl3KCTr,A Million Dreams,https://p.scdn.co/mp3-preview/e44d17b8f828c6e7e1875f4b29dde899dd6f66d4?cid=705aa8fce6fc4c508bab06c543baa528,2,spotify:track:6HGvj9NlbV5M6pXVl3KCTr,15,0.265,0.312,7,-11.689,1,0.0569,0.243,0.0,0.0893,0.0998,54.747,https://api.spotify.com/v1/tracks/6HGvj9NlbV5M6pXVl3KCTr,https://api.spotify.com/v1/audio-analysis/6HGvj9NlbV5M6pXVl3KCTr,3
compilation,6ok7Wojd2bCbNJukYjFwll,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,26,60453,False,https://api.spotify.com/v1/tracks/5i2Hb6ymtd5vQZi3LVMG4I,5i2Hb6ymtd5vQZi3LVMG4I,A Million Dreams (Reprise),https://p.scdn.co/mp3-preview/1f475e722fa38c51b3f8728e51aa15365f14e60f?cid=705aa8fce6fc4c508bab06c543baa528,3,spotify:track:5i2Hb6ymtd5vQZi3LVMG4I,8,0.253,0.139,6,-17.067,1,0.0414,0.726,5.01e-05,0.269,0.102,74.369,https://api.spotify.com/v1/tracks/5i2Hb6ymtd5vQZi3LVMG4I,https://api.spotify.com/v1/audio-analysis/5i2Hb6ymtd5vQZi3LVMG4I,3
compilation,6ok7Wojd2bCbNJukYjFwll,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,26,225933,False,https://api.spotify.com/v1/tracks/4miJQNQkAefobVtLlru1Fc,4miJQNQkAefobVtLlru1Fc,Come Alive,https://p.scdn.co/mp3-preview/76495f97b0acf35abf5d6ef7d6881800473fb98b?cid=705aa8fce6fc4c508bab06c543baa528,4,spotify:track:4miJQNQkAefobVtLlru1Fc,11,0.702,0.77,7,-9.411,1,0.128,0.00558,0.000802,0.211,0.235,118.034,https://api.spotify.com/v1/tracks/4miJQNQkAefobVtLlru1Fc,https://api.spotify.com/v1/audio-analysis/4miJQNQkAefobVtLlru1Fc,4
compilation,6ok7Wojd2bCbNJukYjFwll,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,26,214373,False,https://api.spotify.com/v1/tracks/3eiE9h0G5Ogalu4oJXa3Zu,3eiE9h0G5Ogalu4oJXa3Zu,The Other Side,https://p.scdn.co/mp3-preview/9de3aed975d874b924f75c9749e5417bdc68c4a4?cid=705aa8fce6fc4c508bab06c543baa528,5,spotify:track:3eiE9h0G5Ogalu4oJXa3Zu,14,0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99,https://api.spotify.com/v1/tracks/3eiE9h0G5Ogalu4oJXa3Zu,https://api.spotify.com/v1/audio-analysis/3eiE9h0G5Ogalu4oJXa3Zu,4
compilation,6ok7Wojd2bCbNJukYjFwll,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,26,207786,False,https://api.spotify.com/v1/tracks/5Nl6MzVr5uzooT75nV74i2,5Nl6MzVr5uzooT75nV74i2,Never Enough,https://p.scdn.co/mp3-preview/93551f3483e2f2d6d942828b24b3371d345942bc?cid=705aa8fce6fc4c508bab06c543baa528,6,spotify:track:5Nl6MzVr5uzooT75nV74i2,16,0.277,0.394,8,-8.903,1,0.0336,0.423,0.0,0.0952,0.227,86.777,https://api.spotify.com/v1/tracks/5Nl6MzVr5uzooT75nV74i2,https://api.spotify.com/v1/audio-analysis/5Nl6MzVr5uzooT75nV74i2,3
compilation,6ok7Wojd2bCbNJukYjFwll,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,26,234706,False,https://api.spotify.com/v1/tracks/0c21wrimkYpYS8ueXL9rrB,0c21wrimkYpYS8ueXL9rrB,This Is Me,https://p.scdn.co/mp3-preview/4e3a8d43df85b32a1d056f2c3e6c745d6da46359?cid=705aa8fce6fc4c508bab06c543baa528,7,spotify:track:0c21wrimkYpYS8ueXL9rrB,16,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,https://api.spotify.com/v1/tracks/0c21wrimkYpYS8ueXL9rrB,https://api.spotify.com/v1/audio-analysis/0c21wrimkYpYS8ueXL9rrB,4
compilation,6ok7Wojd2bCbNJukYjFwll,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,26,217440,False,https://api.spotify.com/v1/tracks/1wthNrlm9z9CxXvB8yV1or,1wthNrlm9z9CxXvB8yV1or,Rewrite The Stars,https://p.scdn.co/mp3-preview/fa020bdce61bb930040ae090510598b1daec2062?cid=705aa8fce6fc4c508bab06c543baa528,8,spotify:track:1wthNrlm9z9CxXvB8yV1or,17,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,https://api.spotify.com/v1/tracks/1wthNrlm9z9CxXvB8yV1or,https://api.spotify.com/v1/audio-analysis/1wthNrlm9z9CxXvB8yV1or,4
compilation,6ok7Wojd2bCbNJukYjFwll,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,26,234360,False,https://api.spotify.com/v1/tracks/7IeW4M4jow244D9y9YEyzy,7IeW4M4jow244D9y9YEyzy,Tightrope,https://p.scdn.co/mp3-preview/b00b3aa53ae0a27059c71a67ff78c09abb1ae601?cid=705aa8fce6fc4c508bab06c543baa528,9,spotify:track:7IeW4M4jow244D9y9YEyzy,10,0.351,0.331,9,-10.316,1,0.0382,0.3,9.14e-06,0.0919,0.191,161.564,https://api.spotify.com/v1/tracks/7IeW4M4jow244D9y9YEyzy,https://api.spotify.com/v1/audio-analysis/7IeW4M4jow244D9y9YEyzy,3
compilation,6ok7Wojd2bCbNJukYjFwll,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,26,80293,False,https://api.spotify.com/v1/tracks/0bodJDiavnfFrdl68RBcUu,0bodJDiavnfFrdl68RBcUu,Never Enough (Reprise),https://p.scdn.co/mp3-preview/6a0043531d277a78b76c0105cf5232dd51c15430?cid=705aa8fce6fc4c508bab06c543baa528,10,spotify:track:0bodJDiavnfFrdl68RBcUu,7,0.382,0.0541,9,-19.376,1,0.03,0.889,2.88e-06,0.0832,0.133,82.486,https://api.spotify.com/v1/tracks/0bodJDiavnfFrdl68RBcUu,https://api.spotify.com/v1/audio-analysis/0bodJDiavnfFrdl68RBcUu,4
