album_type,album_id,album_name,release_date,artist_name,artist_uri,artist_genres,album_popularity,duration_ms,explicit,href,track_id,track_name,preview_url,track_number,uri,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_href,analysis_url,time_signature
single,7luUoT7Y82DkMvGzZib8oo,"This Is Me [Alan Walker Relift (From ""The Greatest Showman"")]",2018-03-23,Keala Settle,spotify:artist:7HV2RI2qNug4EcQqLbCAKS,movie tunes,46,215758,False,https://api.spotify.com/v1/tracks/1QBoJK6GLAYMlNblm5gFBP,1QBoJK6GLAYMlNblm5gFBP,"This Is Me - Alan Walker Relift (From ""The Greatest Showman"")",https://p.scdn.co/mp3-preview/b3e3c6f716a6769534ae9f5b8945bf7b587c08d3?cid=705aa8fce6fc4c508bab06c543baa528,1,spotify:track:1QBoJK6GLAYMlNblm5gFBP,50,0.422,0.824,2,-3.447,1,0.0756,0.129,0.0,0.304,0.294,95.331,https://api.spotify.com/v1/tracks/1QBoJK6GLAYMlNblm5gFBP,https://api.spotify.com/v1/audio-analysis/1QBoJK6GLAYMlNblm5gFBP,4
single,1bbOecKvywdyRfSBxKbbCO,This Is Me [Dave Audé Remix (From The Greatest Showman)],2018-02-09,Keala Settle,spotify:artist:7HV2RI2qNug4EcQqLbCAKS,movie tunes,46,216204,False,https://api.spotify.com/v1/tracks/1NNhZKNrg8WVmU6Ok8TDtO,1NNhZKNrg8WVmU6Ok8TDtO,This Is Me - Dave Audé Remix (From The Greatest Showman),https://p.scdn.co/mp3-preview/71cf74e76b76d97f714e769fd475552523569968?cid=705aa8fce6fc4c508bab06c543baa528,1,spotify:track:1NNhZKNrg8WVmU6Ok8TDtO,50,0.573,0.941,11,-2.536,0,0.134,0.00708,1.74e-05,0.12,0.518,121.939,https://api.spotify.com/v1/tracks/1NNhZKNrg8WVmU6Ok8TDtO,https://api.spotify.com/v1/audio-analysis/1NNhZKNrg8WVmU6Ok8TDtO,4
single,4wANZhDo96C4733BPN3cGZ,Asi Soy,2017-12-29,Maite Perroni,spotify:artist:6ModsWtBph2rE6zCTVxvZt,movie tunes,38,235599,False,https://api.spotify.com/v1/tracks/0MaP6uyxXBAjIe7VLsFP5j,0MaP6uyxXBAjIe7VLsFP5j,Asi Soy - Mexico Version,https://p.scdn.co/mp3-preview/7571ab076b5694c91651fce92bdcf80f6a7612ba?cid=705aa8fce6fc4c508bab06c543baa528,1,spotify:track:0MaP6uyxXBAjIe7VLsFP5j,42,0.395,0.681,2,-7.712,1,0.046,0.0324,0.0,0.0878,0.182,95.943,https://api.spotify.com/v1/tracks/0MaP6uyxXBAjIe7VLsFP5j,https://api.spotify.com/v1/audio-analysis/0MaP6uyxXBAjIe7VLsFP5j,4
single,7ngTKzJ53B9SPirsp2Ddm4,"A Million Dreams (Reprise) [From ""The Greatest Showman""] [Instrumental]",2017-12-05,The Greatest Showman Ensemble,spotify:artist:63nv0hWWDob56Rk8GlNpN8,movie tunes,35,60455,False,https://api.spotify.com/v1/tracks/6yqbH2bs1Um8g44ldCVrUf,6yqbH2bs1Um8g44ldCVrUf,"A Million Dreams (Reprise) [From ""The Greatest Showman""] - Instrumental",https://p.scdn.co/mp3-preview/a891d3a312c99f2f9c6963d7caf64698e59365ac?cid=705aa8fce6fc4c508bab06c543baa528,1,spotify:track:6yqbH2bs1Um8g44ldCVrUf,39,0.0881,0.129,6,-24.476,1,0.0402,0.453,0.127,0.296,0.0585,84.167,https://api.spotify.com/v1/tracks/6yqbH2bs1Um8g44ldCVrUf,https://api.spotify.com/v1/audio-analysis/6yqbH2bs1Um8g44ldCVrUf,3
single,1vDzOqTO7KyVvzexhB7GBa,"Never Enough (Reprise) [From ""The Greatest Showman""] [Instrumental]",2017-12-05,The Greatest Showman Ensemble,spotify:artist:63nv0hWWDob56Rk8GlNpN8,movie tunes,33,80286,False,https://api.spotify.com/v1/tracks/5R0JBZv31s8agoxMJzVJ9m,5R0JBZv31s8agoxMJzVJ9m,"Never Enough (Reprise) [From ""The Greatest Showman""] - Instrumental",https://p.scdn.co/mp3-preview/001ba5ef29ae293653596f97362757146ec6d6b4?cid=705aa8fce6fc4c508bab06c543baa528,1,spotify:track:5R0JBZv31s8agoxMJzVJ9m,37,0.0662,0.0396,9,-27.793,1,0.0372,0.876,0.231,0.0804,0.0385,70.082,https://api.spotify.com/v1/tracks/5R0JBZv31s8agoxMJzVJ9m,https://api.spotify.com/v1/audio-analysis/5R0JBZv31s8agoxMJzVJ9m,4
single,7zeegKviS9AGeoEenSdO6I,This Is Me,2017-10-27,Keala Settle,spotify:artist:7HV2RI2qNug4EcQqLbCAKS,movie tunes,61,234706,False,https://api.spotify.com/v1/tracks/2xGjteMU3E1tkEPVFBO08U,2xGjteMU3E1tkEPVFBO08U,This Is Me,https://p.scdn.co/mp3-preview/4e3a8d43df85b32a1d056f2c3e6c745d6da46359?cid=705aa8fce6fc4c508bab06c543baa528,1,spotify:track:2xGjteMU3E1tkEPVFBO08U,65,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,https://api.spotify.com/v1/tracks/2xGjteMU3E1tkEPVFBO08U,https://api.spotify.com/v1/audio-analysis/2xGjteMU3E1tkEPVFBO08U,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,242373,False,https://api.spotify.com/v1/tracks/1Asg7I18Ld7gLKAyIgIDNr,1Asg7I18Ld7gLKAyIgIDNr,Viva La Vida,https://p.scdn.co/mp3-preview/9bf459fabd79fc52d519cc257cbe8e29016a4ab4?cid=705aa8fce6fc4c508bab06c543baa528,1,spotify:track:1Asg7I18Ld7gLKAyIgIDNr,37,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,https://api.spotify.com/v1/tracks/1Asg7I18Ld7gLKAyIgIDNr,https://api.spotify.com/v1/audio-analysis/1Asg7I18Ld7gLKAyIgIDNr,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,227343,False,https://api.spotify.com/v1/tracks/0044KLg63hSE6JUcXWnqoj,0044KLg63hSE6JUcXWnqoj,Hold My Hand,https://p.scdn.co/mp3-preview/a6c70c1439db00806ac8c4c095fdafbe6979c5ed?cid=705aa8fce6fc4c508bab06c543baa528,2,spotify:track:0044KLg63hSE6JUcXWnqoj,35,0.65,0.823,0,-5.717,1,0.0289,0.00159,0.0,0.0776,0.432,123.018,https://api.spotify.com/v1/tracks/0044KLg63hSE6JUcXWnqoj,https://api.spotify.com/v1/audio-analysis/0044KLg63hSE6JUcXWnqoj,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,220733,False,https://api.spotify.com/v1/tracks/6sIki0jaxEEr5LgAhEugye,6sIki0jaxEEr5LgAhEugye,Just the Way You Are,https://p.scdn.co/mp3-preview/dd0b6725c3dcf14e06ed61e4f9f45470ffe461b6?cid=705aa8fce6fc4c508bab06c543baa528,3,spotify:track:6sIki0jaxEEr5LgAhEugye,35,0.635,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.014,https://api.spotify.com/v1/tracks/6sIki0jaxEEr5LgAhEugye,https://api.spotify.com/v1/audio-analysis/6sIki0jaxEEr5LgAhEugye,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,142186,False,https://api.spotify.com/v1/tracks/2pCfenigottO2nnEOCMe2i,2pCfenigottO2nnEOCMe2i,Respect,https://p.scdn.co/mp3-preview/685d4ffd31d05e4489a2cf25f7d29090ac9305fc?cid=705aa8fce6fc4c508bab06c543baa528,4,spotify:track:2pCfenigottO2nnEOCMe2i,33,0.744,0.611,0,-6.386,1,0.0333,0.0723,0.000532,0.0692,0.961,114.991,https://api.spotify.com/v1/tracks/2pCfenigottO2nnEOCMe2i,https://api.spotify.com/v1/audio-analysis/2pCfenigottO2nnEOCMe2i,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,211760,False,https://api.spotify.com/v1/tracks/3Y484mbTW1KshekIIHKHZ4,3Y484mbTW1KshekIIHKHZ4,These Days,https://p.scdn.co/mp3-preview/1657d03b9749c8ea0d09ac69a33e77b92ef0abc0?cid=705aa8fce6fc4c508bab06c543baa528,5,spotify:track:3Y484mbTW1KshekIIHKHZ4,34,0.654,0.798,0,-4.084,1,0.045,0.188,0.0,0.15,0.576,92.209,https://api.spotify.com/v1/tracks/3Y484mbTW1KshekIIHKHZ4,https://api.spotify.com/v1/audio-analysis/3Y484mbTW1KshekIIHKHZ4,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,257799,False,https://api.spotify.com/v1/tracks/7EEDg2CF6pOMHbyHA4LSVf,7EEDg2CF6pOMHbyHA4LSVf,Dreams,https://p.scdn.co/mp3-preview/0e998f27a32601077d38b8c030190014e5670e6d?cid=705aa8fce6fc4c508bab06c543baa528,6,spotify:track:7EEDg2CF6pOMHbyHA4LSVf,34,0.828,0.492,0,-9.745,1,0.0276,0.0644,0.00428,0.128,0.789,120.148,https://api.spotify.com/v1/tracks/7EEDg2CF6pOMHbyHA4LSVf,https://api.spotify.com/v1/audio-analysis/7EEDg2CF6pOMHbyHA4LSVf,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,242040,False,https://api.spotify.com/v1/tracks/2O7vFKjZ04JVQa0VHO9tCP,2O7vFKjZ04JVQa0VHO9tCP,I'm Yours,https://p.scdn.co/mp3-preview/ca72bdb297bfacdc9120310853eef7bb1c1c1dff?cid=705aa8fce6fc4c508bab06c543baa528,7,spotify:track:2O7vFKjZ04JVQa0VHO9tCP,33,0.698,0.45,11,-8.784,1,0.0442,0.571,0.0,0.113,0.68,150.999,https://api.spotify.com/v1/tracks/2O7vFKjZ04JVQa0VHO9tCP,https://api.spotify.com/v1/audio-analysis/2O7vFKjZ04JVQa0VHO9tCP,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,196893,False,https://api.spotify.com/v1/tracks/42HGHtqaDGcLMlf1niS7Ng,42HGHtqaDGcLMlf1niS7Ng,Smile,https://p.scdn.co/mp3-preview/f9f9411d7d88e7d03db0b34de3968511700b7e09?cid=705aa8fce6fc4c508bab06c543baa528,8,spotify:track:42HGHtqaDGcLMlf1niS7Ng,32,0.632,0.639,5,-5.938,1,0.0259,0.00143,0.0,0.221,0.734,95.508,https://api.spotify.com/v1/tracks/42HGHtqaDGcLMlf1niS7Ng,https://api.spotify.com/v1/audio-analysis/42HGHtqaDGcLMlf1niS7Ng,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,162092,False,https://api.spotify.com/v1/tracks/6Y2YQFazXCWnttUPmyB610,6Y2YQFazXCWnttUPmyB610,Feel It Still,https://p.scdn.co/mp3-preview/22589e0e9bd025c60f4fb5b6ce7e5a56481cdc44?cid=705aa8fce6fc4c508bab06c543baa528,9,spotify:track:6Y2YQFazXCWnttUPmyB610,33,0.799,0.797,1,-5.157,0,0.0624,0.0427,7.48e-05,0.0907,0.758,79.088,https://api.spotify.com/v1/tracks/6Y2YQFazXCWnttUPmyB610,https://api.spotify.com/v1/audio-analysis/6Y2YQFazXCWnttUPmyB610,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,194453,False,https://api.spotify.com/v1/tracks/0akFo7AS0JbFabFbDStIYc,0akFo7AS0JbFabFbDStIYc,One Call Away,https://p.scdn.co/mp3-preview/b854fba98716ac747e5ef43864ee9ebe62a94ada?cid=705aa8fce6fc4c508bab06c543baa528,10,spotify:track:0akFo7AS0JbFabFbDStIYc,32,0.667,0.613,1,-5.353,1,0.0345,0.4,0.0,0.115,0.472,91.024,https://api.spotify.com/v1/tracks/0akFo7AS0JbFabFbDStIYc,https://api.spotify.com/v1/audio-analysis/0akFo7AS0JbFabFbDStIYc,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,174760,False,https://api.spotify.com/v1/tracks/0PWg2mJEVN6A2Elk05uNTG,0PWg2mJEVN6A2Elk05uNTG,My Head & My Heart,https://p.scdn.co/mp3-preview/f620af6fab7215955bad2eb9f34c9d60082420da?cid=705aa8fce6fc4c508bab06c543baa528,11,spotify:track:0PWg2mJEVN6A2Elk05uNTG,36,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,https://api.spotify.com/v1/tracks/0PWg2mJEVN6A2Elk05uNTG,https://api.spotify.com/v1/audio-analysis/0PWg2mJEVN6A2Elk05uNTG,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,250456,False,https://api.spotify.com/v1/tracks/0fiTLMDPiVtxd8VJlTsYqT,0fiTLMDPiVtxd8VJlTsYqT,Rockabye,https://p.scdn.co/mp3-preview/128b57003de7d97bce19f964277463458343d0c2?cid=705aa8fce6fc4c508bab06c543baa528,12,spotify:track:0fiTLMDPiVtxd8VJlTsYqT,32,0.724,0.759,9,-3.996,0,0.0544,0.411,0.0,0.437,0.765,101.943,https://api.spotify.com/v1/tracks/0fiTLMDPiVtxd8VJlTsYqT,https://api.spotify.com/v1/audio-analysis/0fiTLMDPiVtxd8VJlTsYqT,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,165789,False,https://api.spotify.com/v1/tracks/57xwUKleCezHXNfgtIhJGR,57xwUKleCezHXNfgtIhJGR,Move On Up,https://p.scdn.co/mp3-preview/a3f6c5fba76d42d7b019fedf695af9a758b8529d?cid=705aa8fce6fc4c508bab06c543baa528,13,spotify:track:57xwUKleCezHXNfgtIhJGR,30,0.538,0.969,11,-5.626,0,0.0907,0.419,0.00144,0.12,0.928,138.654,https://api.spotify.com/v1/tracks/57xwUKleCezHXNfgtIhJGR,https://api.spotify.com/v1/audio-analysis/57xwUKleCezHXNfgtIhJGR,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,174800,False,https://api.spotify.com/v1/tracks/4QyxdORBjLGaOw5N3fTGqw,4QyxdORBjLGaOw5N3fTGqw,Stand By Me,https://p.scdn.co/mp3-preview/b47430e1fc32a8140b5a67e7b37f032911e57b22?cid=705aa8fce6fc4c508bab06c543baa528,14,spotify:track:4QyxdORBjLGaOw5N3fTGqw,31,0.668,0.271,9,-10.321,1,0.0378,0.5,2.49e-06,0.232,0.694,119.08,https://api.spotify.com/v1/tracks/4QyxdORBjLGaOw5N3fTGqw,https://api.spotify.com/v1/audio-analysis/4QyxdORBjLGaOw5N3fTGqw,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,248599,False,https://api.spotify.com/v1/tracks/5Rqh2kx5aUX35FX1DV27yt,5Rqh2kx5aUX35FX1DV27yt,Stars,https://p.scdn.co/mp3-preview/0784d169d231a79ab2fb83509078dea4627b8325?cid=705aa8fce6fc4c508bab06c543baa528,15,spotify:track:5Rqh2kx5aUX35FX1DV27yt,31,0.716,0.818,7,-7.455,1,0.0256,0.155,0.000806,0.236,0.817,103.672,https://api.spotify.com/v1/tracks/5Rqh2kx5aUX35FX1DV27yt,https://api.spotify.com/v1/audio-analysis/5Rqh2kx5aUX35FX1DV27yt,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,207506,False,https://api.spotify.com/v1/tracks/1nzakxa23A5GuraHEtVftu,1nzakxa23A5GuraHEtVftu,Breathless,https://p.scdn.co/mp3-preview/9bcae25374ef33f81c612c0e99025001e7a8c761?cid=705aa8fce6fc4c508bab06c543baa528,16,spotify:track:1nzakxa23A5GuraHEtVftu,17,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.87e-05,0.269,0.767,126.988,https://api.spotify.com/v1/tracks/1nzakxa23A5GuraHEtVftu,https://api.spotify.com/v1/audio-analysis/1nzakxa23A5GuraHEtVftu,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,191026,False,https://api.spotify.com/v1/tracks/3TvGDRH5ufoqSr5aPVs3cl,3TvGDRH5ufoqSr5aPVs3cl,Pack Up,https://p.scdn.co/mp3-preview/5c824963c80087d600764b401487c06ab05cb6ba?cid=705aa8fce6fc4c508bab06c543baa528,17,spotify:track:3TvGDRH5ufoqSr5aPVs3cl,16,0.672,0.809,11,-5.704,1,0.0595,0.325,0.0,0.337,0.88,133.038,https://api.spotify.com/v1/tracks/3TvGDRH5ufoqSr5aPVs3cl,https://api.spotify.com/v1/audio-analysis/3TvGDRH5ufoqSr5aPVs3cl,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,227973,False,https://api.spotify.com/v1/tracks/1ahSiP3tFxP5IDD8rhtpdu,1ahSiP3tFxP5IDD8rhtpdu,Don't Get Me Wrong,https://p.scdn.co/mp3-preview/9200d5524ba3aeec5163c79986afcc34f8759ff8?cid=705aa8fce6fc4c508bab06c543baa528,18,spotify:track:1ahSiP3tFxP5IDD8rhtpdu,17,0.464,0.917,0,-7.305,1,0.0403,0.215,0.00229,0.0711,0.854,203.81,https://api.spotify.com/v1/tracks/1ahSiP3tFxP5IDD8rhtpdu,https://api.spotify.com/v1/audio-analysis/1ahSiP3tFxP5IDD8rhtpdu,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,178298,False,https://api.spotify.com/v1/tracks/2BnYjHzeWPYzu26Xrmrj8F,2BnYjHzeWPYzu26Xrmrj8F,Friends,https://p.scdn.co/mp3-preview/69e65e8745f96d8e7b7b5427462643e9a754e195?cid=705aa8fce6fc4c508bab06c543baa528,19,spotify:track:2BnYjHzeWPYzu26Xrmrj8F,16,0.747,0.537,10,-5.76,1,0.0413,0.198,1.24e-05,0.18,0.453,97.056,https://api.spotify.com/v1/tracks/2BnYjHzeWPYzu26Xrmrj8F,https://api.spotify.com/v1/audio-analysis/2BnYjHzeWPYzu26Xrmrj8F,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,162213,False,https://api.spotify.com/v1/tracks/0VmN0EacYnqMtdHzlRTGOt,0VmN0EacYnqMtdHzlRTGOt,(Sittin' On) The Dock of the Bay,https://p.scdn.co/mp3-preview/48a77dbe354a73df1e0a357e3dd797b53d514964?cid=705aa8fce6fc4c508bab06c543baa528,20,spotify:track:0VmN0EacYnqMtdHzlRTGOt,29,0.741,0.28,11,-12.982,0,0.0339,0.788,1.06e-05,0.0668,0.505,103.581,https://api.spotify.com/v1/tracks/0VmN0EacYnqMtdHzlRTGOt,https://api.spotify.com/v1/audio-analysis/0VmN0EacYnqMtdHzlRTGOt,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,227833,False,https://api.spotify.com/v1/tracks/3ZfLT7KD0p9a5i12gdU0Aq,3ZfLT7KD0p9a5i12gdU0Aq,Rather Be,https://p.scdn.co/mp3-preview/409ac14ab46a9c5e698a146c66c3c4e921f0c992?cid=705aa8fce6fc4c508bab06c543baa528,21,spotify:track:3ZfLT7KD0p9a5i12gdU0Aq,31,0.799,0.587,11,-6.735,1,0.0378,0.163,2.24e-06,0.193,0.55,120.97,https://api.spotify.com/v1/tracks/3ZfLT7KD0p9a5i12gdU0Aq,https://api.spotify.com/v1/audio-analysis/3ZfLT7KD0p9a5i12gdU0Aq,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,234706,False,https://api.spotify.com/v1/tracks/0ZSbeTL8756zosCPtn9hRi,0ZSbeTL8756zosCPtn9hRi,This Is Me,https://p.scdn.co/mp3-preview/4a2017c4b68477a69a58953ef7b4a4253d74d301?cid=705aa8fce6fc4c508bab06c543baa528,22,spotify:track:0ZSbeTL8756zosCPtn9hRi,30,0.284,0.706,2,-7.276,1,0.181,0.00592,0.000114,0.0424,0.101,191.664,https://api.spotify.com/v1/tracks/0ZSbeTL8756zosCPtn9hRi,https://api.spotify.com/v1/audio-analysis/0ZSbeTL8756zosCPtn9hRi,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,192133,False,https://api.spotify.com/v1/tracks/2P1FHtHfDzbFxaBXab3teR,2P1FHtHfDzbFxaBXab3teR,High Hopes,https://p.scdn.co/mp3-preview/7c71d75ffdf02be216399002eb450d73e88712b9?cid=705aa8fce6fc4c508bab06c543baa528,23,spotify:track:2P1FHtHfDzbFxaBXab3teR,30,0.519,0.908,5,-2.733,1,0.0668,0.221,0.0,0.0673,0.703,164.061,https://api.spotify.com/v1/tracks/2P1FHtHfDzbFxaBXab3teR,https://api.spotify.com/v1/audio-analysis/2P1FHtHfDzbFxaBXab3teR,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,204280,False,https://api.spotify.com/v1/tracks/5EamV8o9qS4oeHAGdIhPY2,5EamV8o9qS4oeHAGdIhPY2,Riptide,https://p.scdn.co/mp3-preview/8d7625dea109fa9086aa4c6d253600f7e1c63a75?cid=705aa8fce6fc4c508bab06c543baa528,24,spotify:track:5EamV8o9qS4oeHAGdIhPY2,30,0.483,0.731,1,-6.696,1,0.0381,0.436,0.0,0.151,0.484,101.654,https://api.spotify.com/v1/tracks/5EamV8o9qS4oeHAGdIhPY2,https://api.spotify.com/v1/audio-analysis/5EamV8o9qS4oeHAGdIhPY2,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,186986,False,https://api.spotify.com/v1/tracks/2eMgwVBjWlX6kVo8rIkcUm,2eMgwVBjWlX6kVo8rIkcUm,2002,https://p.scdn.co/mp3-preview/5b2772734a973ee1d315d6aeaa15f9fffa5fe049?cid=705aa8fce6fc4c508bab06c543baa528,25,spotify:track:2eMgwVBjWlX6kVo8rIkcUm,30,0.697,0.683,1,-2.881,0,0.116,0.0372,0.0,0.137,0.606,96.134,https://api.spotify.com/v1/tracks/2eMgwVBjWlX6kVo8rIkcUm,https://api.spotify.com/v1/audio-analysis/2eMgwVBjWlX6kVo8rIkcUm,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,206280,False,https://api.spotify.com/v1/tracks/16b5bnORX3gNNDK2ar0Yo2,16b5bnORX3gNNDK2ar0Yo2,Want to Want Me,https://p.scdn.co/mp3-preview/c005c8ef26d1fec110c03ce818570d1b5807a177?cid=705aa8fce6fc4c508bab06c543baa528,26,spotify:track:16b5bnORX3gNNDK2ar0Yo2,30,0.772,0.643,0,-6.24,0,0.063,0.0102,0.0,0.0705,0.669,114.031,https://api.spotify.com/v1/tracks/16b5bnORX3gNNDK2ar0Yo2,https://api.spotify.com/v1/audio-analysis/16b5bnORX3gNNDK2ar0Yo2,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,206653,False,https://api.spotify.com/v1/tracks/0izvHGEOJarp8AjVWT1Ial,0izvHGEOJarp8AjVWT1Ial,Somebody Loves You,https://p.scdn.co/mp3-preview/98005cf09a8d5eaa756b674b670b5a88e9882d20?cid=705aa8fce6fc4c508bab06c543baa528,27,spotify:track:0izvHGEOJarp8AjVWT1Ial,29,0.664,0.771,0,-4.3,1,0.034,0.329,0.0,0.131,0.67,92.01,https://api.spotify.com/v1/tracks/0izvHGEOJarp8AjVWT1Ial,https://api.spotify.com/v1/audio-analysis/0izvHGEOJarp8AjVWT1Ial,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,252106,False,https://api.spotify.com/v1/tracks/0xGADFvnJ0ZYTLea4Bmm6b,0xGADFvnJ0ZYTLea4Bmm6b,Wings,https://p.scdn.co/mp3-preview/65a01b5cf9963f6c70fa2ed990afd0e485a7048f?cid=705aa8fce6fc4c508bab06c543baa528,28,spotify:track:0xGADFvnJ0ZYTLea4Bmm6b,29,0.474,0.709,7,-4.534,1,0.0253,0.0831,0.0,0.162,0.227,83.235,https://api.spotify.com/v1/tracks/0xGADFvnJ0ZYTLea4Bmm6b,https://api.spotify.com/v1/audio-analysis/0xGADFvnJ0ZYTLea4Bmm6b,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,234373,False,https://api.spotify.com/v1/tracks/1VE9Jsfam36Z2RIzuzl0pl,1VE9Jsfam36Z2RIzuzl0pl,Sitting Down Here,https://p.scdn.co/mp3-preview/706c0afe21f62de4ad1d65885f65b23727a1625e?cid=705aa8fce6fc4c508bab06c543baa528,29,spotify:track:1VE9Jsfam36Z2RIzuzl0pl,14,0.764,0.709,2,-6.766,1,0.0347,0.163,0.0,0.334,0.786,124.081,https://api.spotify.com/v1/tracks/1VE9Jsfam36Z2RIzuzl0pl,https://api.spotify.com/v1/audio-analysis/1VE9Jsfam36Z2RIzuzl0pl,4
